Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A3091,Data Analytics Course,197,3319,215.83,26,10,5.08,1342.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2091,Data Analytics Course,123,4580,223.0,15,7,5.69,1614.0,18-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2157,Data Analytics Course,129,5839,213.72,10,6,4.65,1476.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2163,Data Analytics Course,156,5509,185.39,29,4,2.56,1649.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3052,Data Analytics Course,139,5139,212.2,20,10,7.19,1613.0,18-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3049,Data Analytics Course,168,5114,186.75,10,3,1.79,1530.0,18-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2206,Data Analytics Course,109,5219,215.76,15,3,2.75,1408.0,18-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3019,Data Analytics Course,171,3055,215.09062325209752,26,5,2.92,1701.0,18-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2243,Data Analytics Course,100,4042,215.09062325209752,13,6,6.0,1678.0,18-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1845,Data Analytics Course,192,3320,208.09,17,3,1.56,1169.0,18-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3197,Data Analytics Course,148,5877,213.84,25,8,5.41,1371.0,18-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1620,Data Analytics Course,179,3685,202.66,15,7,3.91,1634.0,18-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2432,Data Analytics Course,93,4523,192.81,22,7,7.53,1726.0,18-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1808,Data Analytics Course,150,3323,227.55,14,4,2.67,1931.0,18-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3126,Data Analytics Course,141,5314,184.34,29,10,7.09,1271.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3201,Data Analytics Course,135,3793,190.88,24,9,6.67,1498.65,19-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2632,Data Analytics Course,180,3305,187.59,14,10,5.56,1498.65,19-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2631,Data Analytics Course,99,4111,192.09,14,5,5.05,1497.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3222,Data Analytics Course,109,5388,205.68,22,6,5.5,1339.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2995,Data Analytics Course,83,4439,232.13,28,7,8.43,1570.0,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2462,Data Analytics Course,198,4773,202.54,17,10,5.05,1082.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2348,Data Analytics Course,193,3131,198.1,22,5,2.59,1870.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1386,Data Analytics Course,124,5618,205.95,25,7,5.65,1374.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1387,Data Analytics Course,89,4700,219.95,28,6,6.74,1493.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3225,Data Analytics Course,98,4302,183.4,16,9,9.18,1765.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2614,Data Analytics Course,169,4120,215.75,27,5,2.96,1362.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2609,Data Analytics Course,108,3628,185.68,24,8,7.41,1682.0,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2604,Data Analytics Course,111,3520,237.4,13,3,2.7,1395.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1416,Data Analytics Course,138,4769,229.44,27,8,5.8,1498.65,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1417,Data Analytics Course,140,3822,241.68,30,10,7.14,1138.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3402,Data Analytics Course,126,4140,193.49,19,7,5.56,1340.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2873,Data Analytics Course,119,5809,224.5,11,7,5.88,1736.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1422,Data Analytics Course,81,3497,226.66,11,6,7.41,1047.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1427,Data Analytics Course,118,3824,184.8,16,5,4.24,1818.0,19-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1443,Data Analytics Course,124,5353,239.69,13,4,3.23,1493.0,19-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1941,Data Analytics Course,91,4600,194.14,19,7,7.69,1255.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1472,Data Analytics Course,150,5619,191.89,23,6,4.0,1735.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3372,Data Analytics Course,192,5845,247.56,28,3,1.56,1542.0,19-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1935,Data Analytics Course,149,3471,242.14,23,4,2.68,1937.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1513,Data Analytics Course,182,5993,215.09062325209752,19,3,1.65,1254.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1914,Data Analytics Course,174,3570,222.65,25,3,1.72,1498.65,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2637,Data Analytics Course,145,5523,215.09062325209752,10,7,4.83,1668.0,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2017,Data Analytics Course,136,4101,227.43,28,9,6.62,1284.0,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1828,Data Analytics Course,85,4772,211.62,15,10,11.76,1669.0,19-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2048,Data Analytics Course,136,4683,228.82,22,5,3.68,1493.0,19-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3568,Data Analytics Course,121,4538,216.98,27,4,3.31,1874.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2241,Data Analytics Course,153,3068,215.09062325209752,25,8,5.23,1165.0,19-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1085,Data Analytics Course,123,3292,233.2,28,6,4.88,1174.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3032,Data Analytics Course,107,3105,195.46,20,10,9.35,1455.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2215,Data Analytics Course,139,5360,229.38,30,7,5.04,1896.0,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2812,Data Analytics Course,99,4229,183.7,24,8,8.08,1792.0,19-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1770,Data Analytics Course,196,4964,249.47,26,9,4.59,1996.0,19-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2445,Data Analytics Course,111,3302,193.18,30,10,9.01,1783.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2718,Data Analytics Course,139,3319,230.39,28,4,2.88,1533.0,19-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2716,Data Analytics Course,188,4521,214.58,24,3,1.6,1855.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2286,Data Analytics Course,98,5485,182.29,16,5,5.1,1518.0,19-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2171,Data Analytics Course,177,5449,190.53,10,5,2.82,1257.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2161,Data Analytics Course,139,3408,193.07,20,5,3.6,1412.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1200,Data Analytics Course,199,5067,247.38,24,8,4.02,1365.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1208,Data Analytics Course,98,3422,223.55,17,7,7.14,1414.0,19-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2149,Data Analytics Course,126,4212,182.54,29,8,6.35,1066.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1212,Data Analytics Course,118,3970,215.09062325209752,27,9,7.63,1036.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3503,Data Analytics Course,122,5718,211.65,14,4,3.28,1857.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2688,Data Analytics Course,138,5904,197.08,26,8,5.8,1698.0,19-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3065,Data Analytics Course,162,4016,224.48,28,10,6.17,1060.0,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1222,Data Analytics Course,117,3380,186.73,21,10,8.55,1958.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2104,Data Analytics Course,179,4188,231.23,25,9,5.03,1936.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1249,Data Analytics Course,90,5062,191.4,23,6,6.67,1775.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1255,Data Analytics Course,118,3562,231.5,12,3,2.54,1856.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2944,Data Analytics Course,99,3948,198.65,22,4,4.04,1444.0,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2310,Data Analytics Course,93,4269,247.76,21,8,8.6,1543.0,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1753,Data Analytics Course,94,5221,225.23,17,3,3.19,1209.0,19-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2086,Data Analytics Course,108,5448,230.17,12,10,9.26,1039.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1294,Data Analytics Course,90,4523,249.0,21,10,11.11,1245.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1564,Data Analytics Course,81,5659,222.98,25,4,4.94,1654.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2850,Data Analytics Course,95,4075,225.18,26,7,7.37,1763.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1782,Data Analytics Course,151,4402,248.65,21,4,2.65,1722.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1668,Data Analytics Course,125,5767,215.09062325209752,12,8,6.4,1020.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1647,Data Analytics Course,165,4889,180.19,21,4,2.42,1458.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3311,Data Analytics Course,192,4551,223.93,22,10,5.21,1231.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3268,Data Analytics Course,145,5765,240.62,18,6,4.14,1056.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1724,Data Analytics Course,132,4972,248.45,25,9,6.82,1126.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2499,Data Analytics Course,92,3237,245.48,15,6,6.52,1498.65,19-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1840,Data Analytics Course,99,4880,245.13,25,8,8.08,1236.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2933,Data Analytics Course,148,4930,211.01,24,6,4.05,1378.0,19-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2957,Data Analytics Course,90,5457,233.5,17,9,10.0,1159.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2528,Data Analytics Course,109,5707,246.86,22,4,3.67,1980.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3178,Data Analytics Course,102,5113,206.65,27,6,5.88,1466.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2521,Data Analytics Course,168,4932,198.95,16,7,4.17,1301.0,19-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1584,Data Analytics Course,176,3110,205.23,23,5,2.84,1746.0,19-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2955,Data Analytics Course,94,5751,205.37,10,9,9.57,1155.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3196,Data Analytics Course,145,3068,237.7,24,7,4.83,1494.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3187,Data Analytics Course,90,3235,211.4,29,10,11.11,1290.0,19-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2510,Data Analytics Course,145,4882,217.25,22,3,2.07,1814.0,19-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3254,Data Analytics Course,107,5510,216.1,14,8,7.48,1857.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2907,Data Analytics Course,156,3776,213.3,30,4,2.56,1013.0,19-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1810,Data Analytics Course,117,5445,213.9,10,5,4.27,1804.0,19-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2511,Data Analytics Course,83,3212,243.86,25,4,4.82,1612.0,19-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2249,Data Analytics Course,102,5369,198.39,29,4,3.92,1659.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1604,Data Analytics Course,127,4295,212.6,26,10,7.87,1713.0,19-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1636,Data Analytics Course,144,4241,181.4,24,5,3.47,1693.0,19-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3301,Data Analytics Course,139,3978,230.19,23,9,6.47,1792.0,19-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2113,Data Analytics Course,152,3729,214.23,22,7,4.61,2000.0,20-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3501,Data Analytics Course,157,3164,227.73,20,3,1.91,1498.65,20-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1202,Data Analytics Course,175,4481,236.38,21,10,5.71,1257.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2132,Data Analytics Course,142,5076,190.49,22,7,4.93,1509.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2500,Data Analytics Course,138,5314,198.39,17,10,7.25,1250.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1577,Data Analytics Course,181,4730,243.35,16,4,2.21,1975.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2920,Data Analytics Course,133,4116,248.26,14,3,2.26,1160.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3472,Data Analytics Course,148,3907,199.43,11,7,4.73,1253.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2544,Data Analytics Course,139,5290,208.43,28,4,2.88,1022.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2084,Data Analytics Course,152,5678,204.41,22,4,2.63,1794.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1304,Data Analytics Course,162,5915,211.96,11,7,4.32,1394.0,20-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1747,Data Analytics Course,177,3042,239.64,26,4,2.26,1646.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2460,Data Analytics Course,178,5751,205.34,24,10,5.62,1903.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3107,Data Analytics Course,128,4175,200.11,12,10,7.81,1599.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2056,Data Analytics Course,191,5227,204.87,26,6,3.14,1605.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1332,Data Analytics Course,153,5886,218.33,29,3,1.96,1424.0,20-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3443,Data Analytics Course,113,3532,247.57,29,6,5.31,1273.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1342,Data Analytics Course,138,4049,182.66,20,7,5.07,1292.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2044,Data Analytics Course,156,4170,244.72,29,3,1.92,1962.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2849,Data Analytics Course,168,4517,228.0,27,6,3.57,1679.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2640,Data Analytics Course,91,5484,198.25,16,6,6.59,1981.0,20-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1712,Data Analytics Course,115,3952,229.18,25,4,3.48,1440.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2441,Data Analytics Course,88,5063,195.2,22,3,3.41,1460.0,20-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2167,Data Analytics Course,156,3315,223.22,14,10,6.41,1581.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2816,Data Analytics Course,88,3433,241.8,29,6,6.82,1654.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1093,Data Analytics Course,139,5903,184.41,23,9,6.47,1188.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1091,Data Analytics Course,108,4710,204.16,19,10,9.26,1731.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2233,Data Analytics Course,128,3341,185.57,25,5,3.91,1516.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3557,Data Analytics Course,82,4773,226.66,10,6,7.32,1189.0,20-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2755,Data Analytics Course,174,4661,200.74,20,5,2.87,1596.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2236,Data Analytics Course,177,3765,216.48,26,10,5.65,1507.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3013,Data Analytics Course,90,5569,196.6,27,4,4.44,1516.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1064,Data Analytics Course,116,3764,232.03,28,10,8.62,1348.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3014,Data Analytics Course,94,4255,221.06,13,5,5.32,1623.0,20-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2255,Data Analytics Course,148,5335,223.36,21,9,6.08,1251.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1025,Data Analytics Course,88,3349,181.92,22,8,9.09,1456.0,20-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1024,Data Analytics Course,87,3718,215.09062325209752,12,3,3.45,1652.0,20-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3587,Data Analytics Course,165,5262,211.33,24,3,1.82,1075.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1022,Data Analytics Course,122,5187,211.24,27,6,4.92,1322.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2247,Data Analytics Course,80,4506,236.47,11,5,6.25,1953.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2788,Data Analytics Course,115,5996,191.99,24,7,6.09,1822.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1001,Data Analytics Course,173,5107,216.84,10,8,4.62,1679.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2227,Data Analytics Course,153,3666,198.4,16,4,2.61,1820.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1197,Data Analytics Course,139,5016,238.59,26,9,6.47,1620.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1109,Data Analytics Course,122,3793,237.22,19,8,6.56,1842.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3537,Data Analytics Course,148,5431,216.71,20,6,4.05,1200.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2293,Data Analytics Course,140,4633,228.65,15,4,2.86,1738.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1881,Data Analytics Course,130,5774,241.97,11,7,5.38,1708.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2444,Data Analytics Course,142,4312,213.54,21,7,4.93,1666.0,20-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1181,Data Analytics Course,160,4743,206.22,23,10,6.25,1825.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1178,Data Analytics Course,93,4308,209.83,19,9,9.68,1694.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1176,Data Analytics Course,131,5352,225.86,24,10,7.63,1961.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1669,Data Analytics Course,163,4523,215.09062325209752,11,3,1.84,1819.0,20-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2285,Data Analytics Course,142,5436,237.09,14,7,4.93,1269.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1168,Data Analytics Course,86,5124,183.71,13,10,11.63,1137.0,20-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3523,Data Analytics Course,83,3933,214.61,29,6,7.23,1427.0,20-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2282,Data Analytics Course,117,5170,215.09062325209752,16,10,8.55,1498.65,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2199,Data Analytics Course,113,5642,245.69,19,7,6.19,1366.0,20-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1135,Data Analytics Course,101,4724,228.38,13,7,6.93,1243.0,20-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1132,Data Analytics Course,135,5118,219.99,27,6,4.44,1089.0,20-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1123,Data Analytics Course,174,3178,225.67,18,10,5.75,1140.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3192,Data Analytics Course,199,3754,220.16,26,7,3.52,1262.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1114,Data Analytics Course,91,4523,203.52,20,9,9.89,1838.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2742,Data Analytics Course,87,3061,192.29,15,6,6.9,1506.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1362,Data Analytics Course,181,3087,201.29,19,10,5.52,1498.65,20-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3430,Data Analytics Course,139,5937,231.01,25,4,2.88,1448.0,20-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2583,Data Analytics Course,187,3722,182.43,27,7,3.74,1613.0,20-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1795,Data Analytics Course,145,5400,219.89,29,3,2.07,1152.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3375,Data Analytics Course,175,3345,185.48,23,9,5.14,1193.0,20-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1530,Data Analytics Course,87,4675,200.71,28,6,6.9,1428.0,20-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3342,Data Analytics Course,101,4814,191.43,17,7,6.93,1112.0,20-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3355,Data Analytics Course,106,4474,181.48,17,10,9.43,1189.0,20-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3357,Data Analytics Course,81,4144,180.01,18,3,3.7,1648.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1404,Data Analytics Course,95,5386,184.96,23,8,8.42,1045.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2610,Data Analytics Course,100,4994,206.32,21,7,7.0,1673.0,20-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1485,Data Analytics Course,175,3095,236.86,22,4,2.29,1617.0,20-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1886,Data Analytics Course,170,3347,248.44,27,3,1.76,1719.0,20-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1944,Data Analytics Course,86,5493,191.28,18,9,10.47,1204.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2355,Data Analytics Course,82,3698,229.12,30,9,10.98,1246.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2359,Data Analytics Course,159,4464,204.86,27,3,1.89,1963.0,20-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2566,Data Analytics Course,80,5756,205.38,16,4,5.0,1778.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1727,Data Analytics Course,126,3423,236.21,25,9,7.14,1106.0,20-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2889,Data Analytics Course,99,3979,188.54,16,4,4.04,1244.0,20-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2372,Data Analytics Course,90,3526,211.39,10,3,3.33,1395.0,20-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1409,Data Analytics Course,162,4301,223.77,21,7,4.32,1066.0,20-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1884,Data Analytics Course,113,5265,184.21,27,5,4.42,1353.0,20-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3151,Data Analytics Course,127,5172,204.19,10,4,3.15,1183.0,20-Nov-24,Hyderabad,Mobile,Data Analyticss Online
